image_id,X,Y,Width,Height,English_text,French_text
2333342,207,161,120,105,A cow at the beach,
2333345,131,2,235,367,this is a vase,
2333348,8,63,363,180,this is a very large truck,
2333362,203,33,121,339,woman standing on skis,
2333369,200,200,43,40,eye of a dog,
2333373,8,77,193,155,white bus on left,
2333387,10,3,202,80,leaves on the tree,
2333393,135,123,350,230,a broken train,
2333396,12,107,346,121,zebras in the field,
2333397,396,142,20,31,the pole is gray,
2333398,0,67,456,277,train on the tracks,
2333401,28,269,298,124,this is a bench,
2333402,200,95,97,88,the head of a cat,
2333411,7,4,197,490,the facade of a building,
2333412,4,77,220,296,A white entertainment unit,
2333413,4,7,355,348,the girl is brushing her teeth,
2333414,1,110,255,368,a cow on the side of the road,
2333428,216,54,10,10,Ball about to be hit,
2333433,252,72,125,121,Baseball player throwing a baseball,
2333443,29,29,404,273,wet dog batheing in water,
2333445,238,142,54,129,Wine glass on the table,
2333446,204,382,127,99,chopped banana on plate,
2333447,289,214,36,53,coin slot sticker on meter,
2333449,44,23,381,65,rocks on the sand,
2333458,322,84,46,31,black helmet on man's head,
2333460,226,1,78,164,flag for the united states of america,
2333464,53,282,2,24,Spinach on top of rice in a bowl.,
2333467,10,67,485,120,planes outside an airport,
2333469,183,272,166,44,a pair of yellow and black skis,
2333475,61,58,160,331,kid on a skateboard,
2333478,1,63,494,220,water with people in it,
2333481,68,93,156,152,2 giraffes walking on street,
2333485,115,91,87,52,top of the lamp,
2333488,80,38,70,67,A gold directional pad on a controller,
2333489,224,112,115,220,a woman wearing a white apron,
2333490,99,217,58,35,Rear tail light on a yellow motorcycle,
2333491,11,2,273,415,Two guys wandering around.,
2333493,437,286,41,33,trunk of the elephant,
2333494,59,102,88,135,the sky is dark purple,
2333495,329,125,59,52,head of a giraffe,
2333499,192,468,1,9,Tent popped up on top of the sand.,
2333500,200,11,61,140,a clock tower on top of the building,
2333501,31,5,392,264,cows in a pasture,
2333502,255,261,32,51,the womens stomach,
2333506,112,62,330,275,A beautifully decorated chocolate cake,
2333508,91,143,285,84,a wooden board,
2333509,181,298,100,62,two small brown pillows,
2333514,46,67,374,307,the zebras are eating,
2333518,95,28,346,337,smiling woman holding a pan with eggs,
2333522,13,170,125,51,train on the tracks,
2333524,396,74,85,129,chef teaching a cooking class,
2333526,289,144,120,100,A white bed pillow,
2333532,66,146,285,118,Boat on the water.,
2333533,259,163,121,131,Two people sitting on the bench.,
2333539,36,42,238,329,boat on the water,
2333541,0,0,498,325,train passing through station,
2333548,15,200,481,297,A sandwich is on the board.,
2333549,85,190,201,309,girl in a white cardigan,
2333555,171,167,131,130,man holding a camera,
2333558,285,49,143,239,the man is wearing a jacket,
2333561,217,218,35,18,Hanging traffic signal light,
2333562,0,3,372,218,large tiles of two colors on the walls,
2333564,341,120,22,11,The boy has a white safari cap.,
2333568,209,224,18,35,Tan cat looking out of the window.,
2333578,241,246,7,20,MAN HAS ON WHITE SHIRT,
2333579,147,180,32,20,green leaf on tree,
2333580,92,201,285,116,A black truck parked,
2333589,245,165,110,74,a large slice of pizza,
2333594,9,9,347,353,the trunks of trees,
2333596,262,28,179,184,a man skiing down a hill,
2333602,34,90,352,230,wooden garden bench next to fence,
2333610,114,132,159,51,the water is blue,
2333611,57,101,68,49,ripples in ocean water,
2333612,0,178,404,196,The plate holds pizza.,
2333613,14,186,301,280,this is a horse,
2333614,59,44,82,47,lights inside the vehicle,
2333615,191,277,97,168,A person walking on the snow,
2333619,220,61,223,227,brown teddy bear with pink eyelids,
2333621,11,414,36,57,Small markings on the pavement,
2333631,98,107,161,312,Sun shade umbrella,
2333635,35,26,259,426,a horse grazing in front of a lighthouse,
2333637,202,33,131,184,this is a kitchen knife,
2333641,230,79,42,25,the light is green,
2333644,130,0,44,43,the head of a man,
2333647,260,286,22,17,Big green leaf on the side of the van.,
2333654,55,87,444,240,The shuttle being taken back to its base,
2333659,15,195,421,125,a birthday cookie cake,
2333661,171,63,100,125,the man is in the air,
2333669,90,157,148,280,A young boy in the foreground,
2333670,208,210,100,48,windsheild on the bus,
2333677,29,103,112,167,Coach purse.,
2333678,6,265,324,226,a large red pot on the stove,
2333681,63,48,273,300,two baseball players on a field,
2333682,152,116,140,36,black boat traveling on the water,
2333693,98,255,386,118,water is green and flowing,
2333695,226,145,80,55,the head of a man,
2333701,37,29,428,281,Three colored cat on bench,
2333702,110,211,387,66,sheep in the winter,
2333706,201,414,2,7,Toilet seat up with water in it.,
2333708,360,249,136,65,Dark green fence in the background,
2333711,17,2,130,496,stack of colorful suitcases,
2333719,0,72,152,271,train tracks by station,
2333720,170,335,48,29,a snowy surface,
2333726,174,104,120,174,black mat on a bed frame,
2333730,290,65,113,176,Man playing tennis,
2333731,95,159,251,335,The toilet is dirty,
2333732,142,22,64,42,orange slice of carrot,
2333737,5,22,488,185,a clear blue sky,
2333740,1,12,440,320,the giraffe has a mouth,
2333741,112,88,152,370,a kid riding a skateboard,
