image_id,X,Y,Width,Height,English_text,French_text
2343846,70,86,279,179,person skiing down a slope,
2343849,152,30,113,268,lady on cell phone,
2343853,101,18,397,356,this is a kitchen,
2343870,4,1,495,181,City bus loading terminal,
2343871,3,8,485,142,passenger airplanes on runway,
2343875,198,115,213,121,6 car train on a railroad track,
2343877,191,251,109,40,double yellow lines on the ground,
2343887,136,116,185,96,this is a bird,
2343899,2,191,496,84,A baseball field,
2343903,43,32,61,65,this is the sky,
2343904,41,56,352,315,Carrots in a pan,
2343905,86,205,62,56,this is the grass,
2343906,158,39,257,123,Sign on the pole.,
2343909,46,401,198,62,book on the bed,
2343924,0,0,499,95,THE CLEAR BLUE SKIES,
2343926,451,120,39,67,this is a table,
2343930,75,117,388,292,road with lanes for vehicles,
2343938,346,220,73,25,Red and black part of train,
2343946,0,75,171,298,People walking and talking on cell phones.,
2343949,409,115,64,66,red wheel attached to truck,
2343952,97,266,49,44,Sign on a sink,
2343958,85,0,200,383,a tall brick building with several levels,
2343960,78,457,117,13,green grass on the ground,
2343964,9,152,387,86,Black color tailor machine kept in the table,
2343966,77,109,152,109,a yellow bowl on a counter top,
2343976,201,13,67,32,Red cap of the tennis player,
2343982,102,2,160,164,red and white stop sign,
2343989,221,241,34,33,part of a floor,
2343993,277,69,57,64,shirt is blue in color,
2343996,113,59,129,93,one plane in sky,
2344026,225,89,90,180,THAT IS A CHILD,
2344028,75,65,195,170,window on the building,
2344030,80,278,81,51,track on the ground,
2344031,109,3,42,45,this is a tree trunk,
2344033,8,14,440,270,woman petting a horse,
2344037,132,310,59,81,this is a train,
2344041,163,162,225,137,view at araikway station,
2344042,333,90,43,43,beak of the bird,
2344048,6,328,36,33,this is a table,
2344052,382,266,13,12,a green apple,
2344053,283,110,28,34,kite in the air,
2344055,20,432,33,38,part of a lettr,
2344056,132,136,118,256,Display glass of the fridge front,
2344059,191,120,78,78,A brown beautiful cat,
2344064,111,123,72,44,slice of cheese pizza,
2344069,88,46,329,260,Three skateboarder on street.,
2344070,296,289,27,33,edge of a dish,
2344083,45,230,100,120,six bullion cube on wod table,
2344088,2,203,121,127,a group of polar bears,
2344094,18,0,481,326,open laptop on desk,
2344099,286,300,50,45,par tof a ground,
2344104,143,321,22,27,this is the ground,
2344107,346,140,22,50,Roll of paper towels on the counter,
2344110,36,19,429,285,a man and two dogs,
2344112,17,13,474,285,Eatable things kept in the plate,
2344113,220,90,110,140,this is a man,
2344118,181,89,100,31,Two golden cat eyes,
2344119,214,455,22,16,part of a carpet,
2344120,5,3,490,345,A wooded area.,
2344122,8,210,67,106,sheep running in the grass,
2344123,103,50,260,323,the poster is metallic,
2344125,163,152,177,60,the engines are two,
2344137,194,132,97,122,the head of a man,
2344139,281,244,32,27,part of a foot,
2344140,334,183,20,25,part of a board,
2344144,37,10,316,483,Two people standing in the grass,
2344150,257,205,240,168,Part of dark colored sofa.,
2344153,133,1,66,39,the helmet is black,
2344157,201,247,77,53,a person sitting on a bench,
2344161,221,140,263,168,A big brown bear,
2344162,36,302,237,68,the shorts are black,
2344165,62,140,40,41,headlight on a moped,
2344169,233,160,115,211,a man is standing on the snow,
2344176,123,183,282,87,A passenger train on the track,
2344181,191,178,215,169,this is a bicycle,
2344200,203,253,30,25,part of a ground,
2344207,198,49,107,195,person wearing a jacket,
2344214,258,5,119,217,this is a traffic light,
2344224,41,205,68,137,the door is white in color,
2344231,31,52,467,280,many pastries in trays,
2344235,230,417,65,57,Broken glass on floor,
2344242,182,16,107,120,a traffic light on the side of a road,
2344245,80,303,105,196,Child walking on the sand,
2344253,20,126,188,302,the vase is made of ceramic,
2344267,136,223,59,65,surfer with a dog walking,
2344270,248,194,152,114,Pizza in the fingers.,
2344276,33,251,66,107,a pair of blue and purple scissors,
2344277,30,0,469,352,toddler lauging in mirror,
2344279,226,144,2,4,part of a cloud,
2344282,189,412,145,71,A rough paved ground,
2344286,30,93,380,165,A load of boats on the boat yard,
2344290,52,202,105,81,a kitchen sink,
2344295,109,26,48,67,Thin grey clouds in the dark sky.,
2344299,137,86,38,30,White gloves around a baseball bat.,
2344301,187,99,37,30,wind surf in the distance,
2344302,159,53,133,264,man playing tennis,
2344307,149,111,284,197,these are three people,
2344308,57,129,257,256,Baseball player getting ready to swing,
2344318,36,48,115,234,Number 22 soccer player.,
2344319,31,55,187,124,a window in the bathroom,
2344322,52,281,35,30,Green stand next to a horse.,
2344323,73,97,151,357,Man in a stripped black suit,
2344334,104,81,133,330,Little girl in pink pajamas stirring something in a red bowl.,
2344337,85,88,99,194,the girl is skateboarding,
2344342,40,7,340,286,Old gray elephant,
2344344,138,298,88,27,Black train with red lights in the front.,
2344348,166,166,35,48,dog's tongue is pink,
2344351,150,142,157,169,Man trying to snowboard,
2344353,146,274,84,33,Green bib wrapped around a baby.,
2344354,180,17,54,39,Mouse on keyboard,
