image_id,X,Y,Width,Height,English_text,French_text
2342650,246,109,110,147,the head of a zebra.,
2342651,0,160,192,213,a section of green grass,
2342653,119,288,66,70,fire hydrant at bottom,
2342655,262,164,19,65,the person leaning on the wall,
2342659,252,107,124,183,person wearing white shirt with black lettering,
2342660,145,32,20,42,The letter is black.,
2342668,38,73,285,246,Several signs outside a bar,
2342675,0,1,170,362,A bagged bottle of wine,
2342680,135,260,360,110,dirt covering brown ground,
2342684,155,254,79,74,a bunch of bananas on a counter.,
2342690,88,98,202,184,zebra on the sand,
2342694,149,100,72,33,black goggles over eyes,
2342695,221,63,102,70,a box of frosted flakes cereal,
2342706,230,285,75,22,Red and white tag on a mercedes truck.,
2342711,462,284,9,73,Bird sitting on top of a rope.,
2342719,231,136,85,97,Delicious looking red sausage,
2342722,248,95,37,37,par tof a banner,
2342724,234,293,45,62,a cone on the ground,
2342730,124,69,97,104,head of a bear,
2342735,15,30,470,281,people sitting in booth,
2342740,1,3,496,56,baby-blue sky with floating clouds,
2342743,13,106,361,243,Pizza is in the foreground,
2342746,241,291,51,20,the number plate of a truck,
2342748,257,177,123,37,black keyboard is wireless,
2342751,153,42,17,12,a bird in the air,
2342754,32,18,405,326,Two vases of flowers on table,
2342757,73,69,293,124,the elephants are brown,
2342758,10,10,478,318,assortment of vegetables on a sheet,
2342761,180,55,217,223,Child on the bed.,
2342762,144,76,13,13,a dog's right eye,
2342765,179,208,315,250,a sugar coated donut,
2342768,14,8,150,29,wooden table for setting items on,
2342770,62,76,178,204,man on a tennis court,
2342772,219,444,25,45,part fo a stem,
2342774,171,118,152,137,red and white stop sign,
2342777,86,28,60,51,The umbrella is pink and white.,
2342778,88,366,109,45,Wide leg linen pants on person's body.,
2342788,74,89,165,119,the text says joyce,
2342789,45,134,350,247,man kneeling on the ground,
2342799,23,40,215,55,bananas hanging from a bar,
2342803,131,51,115,133,Computer mouse on cat,
2342809,204,151,52,99,Black and white cat under a car.,
2342814,207,284,96,93,red life saver on boat,
2342815,78,149,84,30,a pink wristband,
2342816,111,2,263,312,Street pole full of signs,
2342819,250,248,46,56,clock's face is green,
2342824,27,11,31,27,white clouds in blue sky,
2342825,373,295,45,26,Silver and black tv on top of desk.,
2342826,413,256,53,93,A red thermos with a white strap,
2342827,304,208,193,150,Small wooden bushel-type basket used to display fresh produce.,
2342831,0,203,320,171,yellow edges of platform,
2342834,84,35,341,375,the elephant is going down the steps,
2342846,181,216,37,38,aprt of a line,
2342847,45,115,349,160,Bulls in the street,
2342848,100,359,40,41,A singular cear corn puff,
2342849,91,8,140,395,person holding carrot up,
2342854,196,102,184,91,Two sheep walking,
2342855,129,102,27,60,framed chalkboard sign,
2342858,57,53,276,245,Three baseball players on the field.,
2342868,260,65,89,77,Carriage on elephant's back,
2342870,242,22,37,27,headband around man's head,
2342876,32,100,458,173,several cows in a pasture,
2342882,186,155,85,85,bird in ocean,
2342888,459,63,40,144,A snow covered evergreen tree,
2342891,358,150,58,72,part of a splash,
2342892,111,353,17,30,The pole is black.,
2342896,273,255,60,24,Two dogs up under two people.,
2342897,175,229,57,97,they are holding the cutter,
2342898,1,0,495,130,bright light over ocean,
2342899,183,37,150,202,frosted window in bathroom,
2342901,18,9,468,490,large pile of teddy bears sitting up,
2342906,62,179,3,5,A watch on the hand,
2342925,192,62,74,127,young girl on soccer team,
2342927,46,0,450,362,three plates on table,
2342931,0,115,481,113,streaks of light by time delay photography,
2342934,133,215,22,27,glowing computer logo,
2342940,175,193,155,42,two small drawers in the fridge,
2342943,53,9,294,199,the laptop screen is on,
2342951,22,48,23,27,the ball is green,
2342953,4,1,367,497,the tile floor is white and brown,
2342956,195,143,47,117,Man holding tennis racket,
2342960,1,1,278,177,Hand holding food,
2342961,100,192,42,91,a glass with some green liquid,
2342965,34,92,160,238,skier on snowy hill,
2342968,54,298,53,83,woman with a brush in her hand,
2342971,61,1,340,129,Red black and white umbrella,
2342976,7,48,366,311,strips of meat on bun,
2342979,120,238,379,87,Cement floor with cracking green paint,
2342980,30,110,202,95,two men skiing,
2342982,48,8,229,259,man skiing in thick pile of snow,
2342986,31,171,151,237,a pink toilet bowl,
2342991,5,80,402,275,person sitting on the snow,
2342999,0,182,112,121,a white and red stop sign,
2343005,25,0,208,169,apple is next to tomato,
2343007,161,49,107,122,head of an elephant,
2343008,171,78,262,252,Chocolate in a green tin.,
2343016,62,183,436,85,sheep in the field,
2343017,175,114,104,44,the head of the dog,
2343018,143,189,56,40,paper advertisement on the table,
2343020,3,0,146,360,a book shelf,
2343031,249,153,220,132,a white polar bear,
2343036,16,13,454,317,two elephants in a zoo,
2343039,185,228,55,116,traffic light with red arrow,
2343040,140,12,319,124,the sky is partly cloudy,
2343048,341,451,158,42,carpeted floor for comfort,
2343051,0,2,319,491,it is snowing,
2343068,78,1,410,63,A runner leading off of first base.,
2343072,122,177,94,165,animal on bench,
2343076,264,80,194,252,a man sitting on a couch,
2343081,94,70,35,23,hole vent on a helmet,
