image_id,X,Y,Width,Height,English_text,French_text
2321196,164,160,99,154,A red and white fire hydrant.,
2321197,42,231,253,18,metal bar on fence,
2321198,73,363,35,44,red block style number,
2321199,0,24,380,265,round gourmet style pizza cut in 6 slices,
2321205,25,52,433,286,Gourmet pizza with several toppings,
2321211,122,271,244,136,sandwiches on the plate,
2321212,248,159,21,73,red caution light between trains,
2321216,233,34,187,453,boy wearing black shirt,
2321222,59,142,180,323,this is a fire hydrant,
2321225,86,40,117,80,a piece of fruit cut in half,
2321227,90,165,93,76,a set of train tracks,
2321228,363,316,12,12,white colored print letter,
2321230,386,153,30,29,window on a bus,
2321231,10,92,455,62,reflection of lights on water's surface,
2321232,303,43,177,111,this is a cow,
2321235,2,1,369,496,small room with bed,
2321237,114,80,287,283,a dog on a couch,
2321240,118,274,45,11,white strip on shirt,
2321245,322,221,35,62,man riding on top of horse,
2321247,240,286,164,87,Part of a wall,
2321253,11,27,474,202,a yellow toy plane,
2321254,330,174,73,47,A stack of pillows on a bed.,
2321257,206,136,82,90,a silver train car,
2321261,83,107,117,66,A large silver pot.,
2321262,10,5,437,370,a giraffe looking at camera,
2321264,146,49,64,53,frisbee has white and blue swirls,
2321265,39,190,334,65,fork with decorative handle,
2321266,65,133,48,23,neon red and blue open sign,
2321267,31,422,40,45,Snow covering the ground,
2321268,160,131,26,104,a man wearing a pink tie,
2321269,50,138,18,8,black surfing safety harness,
2321273,82,1,243,497,blender full of green smoothie,
2321274,65,121,44,99,mobile phone is girl's hand,
2321275,253,222,35,82,Wheel of a bus,
2321278,310,223,16,138,long tail on giraffe,
2321279,211,22,185,317,this is a blender,
2321282,130,174,40,15,black strip on zebra,
2321284,83,127,70,75,racket in girl's hand,
2321295,42,120,177,195,a yellow dog with sheep,
2321299,66,22,295,280,A lady on the beach preparing to catch a frisbee,
2321304,1,197,346,58,The surfboard the man is riding on.,
2321306,370,140,43,75,This is an umbrella,
2321310,251,102,97,100,man holding cell phone,
2321311,3,2,24,25,white print style letter,
2321313,247,151,22,23,a green light,
2321323,168,30,194,200,woman holding a red umbrella,
2321324,10,119,394,196,back of person on bench,
2321329,82,362,48,82,a black bag on ground,
2321335,283,6,12,24,Small window on a building,
2321339,0,10,480,258,the truck on lawn,
2321340,129,75,269,252,the small elephant is eating,
2321341,200,108,297,162,A man riding a wave.,
2321343,41,5,405,309,a yellow motorcycle,
2321346,134,87,351,197,A family of giraffes.,
2321355,132,55,195,202,an oversized clock face,
2321360,313,0,127,87,one black chopstick,
2321371,73,0,212,230,a light blue train engine,
2321383,425,153,57,52,This is a horse,
2321386,58,160,74,123,Red and black has can in the truck,
2321388,222,107,43,55,green and black kite in the sky,
2321393,390,245,24,15,a yellow frisbee in a man's hands,
2321402,123,139,99,34,sunglasses on a man's face,
2321405,12,15,69,76,cell phone is next to cell phone,
2321408,75,51,280,433,bear on a couch,
2321417,286,232,85,77,the gree grass is short,
2321418,161,49,255,73,white lettering on blue sign,
2321421,139,95,244,261,An orange striped cat,
2321424,312,408,49,90,leaves in the grass,
2321430,129,252,83,59,the snow is white,
2321432,147,173,131,240,boy is playing in the suitcase,
2321451,130,29,69,136,Empty drinking glass on a table,
2321453,19,190,77,181,a man with a camcorder,
2321454,209,117,70,89,A girl with brown hair on a surfboard.,
2321458,63,44,254,217,the zebra is stripe,
2321459,137,72,54,48,light fixture above mirror,
2321461,276,27,128,197,Hand of a portrait,
2321462,239,194,108,60,the shorts are green,
2321464,121,414,89,58,Black sign with red and white logo,
2321465,38,103,439,116,A plane sitting on a runway,
2321467,99,91,281,188,a mule in a field,
2321470,333,201,73,77,computer sitting on desk,
2321474,298,163,122,101,This is a cow,
2321476,183,109,232,116,Skier in red jacket and green pants,
2321493,208,264,212,225,a section of a pizza,
2321496,2,12,132,422,woman riding brown horse,
2321497,291,151,23,26,black horse eye on horse face,
2321500,245,76,135,175,a train,
2321502,370,97,75,35,red and gold plaque on the building,
2321505,91,95,325,104,the train is yellow and black,
2321506,232,159,260,115,the board is white,
2321508,146,215,190,99,white birthday cake,
2321513,147,175,259,92,The graffiti on the side of the train.,
2321515,121,65,269,263,Girl standing next to horse,
2321531,255,153,60,25,white numbers on green sign,
2321536,168,82,185,195,kitten on the bike,
2321540,22,5,460,325,two people on tennis court,
2321548,258,189,14,18,tennis ball is in play,
2321549,21,105,220,198,This is a person,
2321554,379,321,45,29,the bun is brown,
2321558,165,109,67,77,blue painting in metal frame,
2321559,157,51,267,279,a standing grey elephant,
2321569,98,74,287,257,this is a man,
2321572,46,8,109,238,tennis player in position on court,
2321574,174,174,267,200,the napkin is red,
2321575,48,200,207,91,row of road barriers,
2321577,327,69,101,125,man surfing in the ocean,
2321579,37,170,60,44,Engine of an aircraft,
2321581,150,159,39,97,an electric traffic signal,
2321582,107,66,135,403,boy is doing skateboard trick,
2321583,201,139,80,119,people riding elephants in a field,
