image_id,X,Y,Width,Height,English_text,French_text
2370932,199,45,52,75,a television with a video game playing,
2370934,130,174,45,23,black stripes on a zebra,
2370937,359,106,44,77,large scale on boat,
2370939,163,202,146,163,This is a feline.,
2370940,402,142,80,74,man riding a bicycle,
2370941,80,2,204,496,Man standing in the doorway of a firehouse.,
2370945,151,123,90,117,a man sitting down surrounded by fruits,
2370954,48,48,221,259,a pair of legs,
2370957,1,183,260,132,bed is not made,
2370958,3,118,269,235,a man riding a motorcycle,
2370960,34,258,7,20,the red hanging earring,
2370968,110,116,286,212,a cop car on the raod,
2370971,1,34,307,297,a woman sitting on a bed,
2370972,50,215,126,128,a 25MHP traffic sign,
2370974,45,28,349,87,the sheep has many windows,
2370975,41,46,45,45,bunch of hanging bananas,
2370978,280,66,77,167,zebra in white snow,
2370986,74,36,255,285,a man performing a stunt,
2370987,0,20,498,307,a meal eaten for dessert,
2370989,309,413,10,19,yellow flower on tree,
2370990,4,24,249,290,a blender with no top,
2370994,147,259,135,45,white cloth on wood bench,
2370997,172,78,115,141,bird etched into pot,
2370999,252,169,79,31,a one way sign,
2371000,245,109,67,118,black and white striped zebra,
2371003,79,209,153,126,a white toilet tank.,
2371004,5,3,483,180,several sailboats at a pier,
2371009,250,160,42,34,Green kite flying in the air.,
2371010,134,30,274,279,a man standing up,
2371015,117,154,154,174,Clock on the statue,
2371018,425,288,64,44,red and white destination sign,
2371022,15,61,460,222,a red truck parked,
2371023,110,57,27,107,Blue leash on the ground,
2371025,192,174,237,242,the shirt is white,
2371033,179,86,171,192,red and white stop sign,
2371034,164,0,332,372,man with knife in hand,
2371036,29,33,375,173,bear with claws at river,
2371037,53,320,309,159,large spoon on top of a plate,
2371043,69,47,217,396,woman wearing short purple dress,
2371045,222,161,70,82,yellow and black shirt,
2371047,207,224,28,30,Silver zipper on luggage,
2371048,2,85,458,170,modern train on track,
2371055,118,57,112,243,the man standing in front of the stove,
2371056,131,228,45,44,the number is 685,
2371062,421,215,61,121,The man is standing.,
2371065,355,60,105,115,The building is brick.,
2371068,252,150,23,15,lights on the top of a train,
2371078,301,198,182,67,tigger handle of toothbrush,
2371082,155,57,210,263,\A cat is pictured here\,
2371087,39,32,427,264,pale pink exterior of movie theater,
2371089,52,109,236,212,dark red teddy bear,
2371110,128,103,190,168,man surfing in rough waters,
2371113,193,147,151,339,red and yellow fire hydrant,
2371122,361,261,98,72,Two red mugs on the bathroom sink,
2371128,135,87,19,23,The Man's Nose,
2371133,186,81,207,249,six 20 dollar bills,
2371134,165,108,180,148,A tray full of round donuts.,
2371135,43,47,406,245,two beautiful giraffes,
2371139,194,4,186,312,woman walking with dog,
2371141,173,102,78,60,black and white knee pad for the right knee,
2371143,190,138,308,162,Three elephants walking,
2371145,230,418,101,46,THE SHADOW IS ON THE PAVEMENT,
2371151,183,80,81,67,man surfing in black wet suit,
2371154,71,184,110,120,person riding snowboard in snow,
2371158,296,209,200,119,Forehead of Adult Elephant,
2371160,216,420,65,42,the shoe of a man,
2371169,191,127,53,24,Inside of the ears are brown.,
2371172,156,250,64,21,it is a girl wearing pink glasses,
2371177,188,332,44,55,A surf board in the water,
2371183,419,89,20,40,a man on the beach,
2371188,8,12,455,349,Girl carrying a surfboard,
2371189,187,210,120,86,man in purple shirt,
2371191,188,158,40,49,chair with arm rests,
2371194,105,100,45,51,gray and black wall tiles,
2371197,147,271,149,195,The man is wearing a striped tie.,
2371198,27,0,467,77,green leaves on trees,
2371205,4,165,42,38,long white public transit bus,
2371218,39,112,433,205,a city bus on a street,
2371219,51,275,447,110,silver spoon on a white plate,
2371231,84,190,42,57,Three people riding a motorcycle,
2371236,64,140,96,182,Woman walking through airline terminal,
2371239,0,83,281,246,a wood bench,
2371245,104,53,299,225,two elephants playing with each other,
2371246,3,3,371,493,A donut and a cup,
2371249,295,248,60,33,Two eyes glowing like lights.,
2371255,25,38,152,79,green and white sign,
2371258,67,351,44,103,A bright red fire hydrant.,
2371261,103,446,201,48,THE HORSES HAVE HOOVES,
2371268,168,55,200,240,Black Great Dane dog sitting,
2371271,0,0,496,372,going for car ride with cat,
2371274,345,234,152,117,empty seats with orange backs,
2371280,29,48,427,319,this is a public event,
2371286,244,62,191,244,red and white stop sign on post,
2371290,25,10,36,96,tall pines tree with snow,
2371292,101,209,142,161,man with black pants,
2371293,87,136,51,25,cheese and sausage on uncooked pizza,
2371297,318,206,58,20,a white base,
2371300,166,321,50,21,A logo is written on the neck tie,
2371307,32,301,236,174,a woman sitting on a bench,
2371308,0,136,485,131,The water is churning.,
2371312,347,136,47,68,A little girl in a red outfit.,
2371322,41,70,437,238,Black and white zebra walking on green grass,
2371323,54,118,410,145,An airplane flying in the sky.,
2371329,129,271,72,72,A black and brown clock face.,
2371334,41,49,410,297,a motorcycle on the street,
2371336,18,68,452,135,red and white airplane in air,
2371340,128,119,237,191,bear facing towards camera,
2371342,0,5,482,365,Woman and three girls seated at the table.,
2371347,11,136,185,230,this is one of the three trees pictured,
2371355,182,92,70,91,Clock on the tower.,
