image_id,X,Y,Width,Height,English_text,French_text
2375960,154,135,22,14,a round light on the train,
2375970,28,239,162,182,whip cream on cake,
2375973,0,106,164,150,yellow basket with white netting,
2375975,96,262,237,76,Three radish on the chopping board,
2375976,346,56,90,86,Black and yellow sign,
2375977,53,313,81,31,orange and yellow sunflowers,
2375979,48,186,134,274,a street sign on a pole,
2375981,171,349,171,132,A round concert block,
2375982,90,16,309,236,Palm tree by the sign.,
2375984,151,52,320,264,a blue stuffed elephant,
2375986,427,152,65,78,zipper around the suitcase,
2375988,20,31,302,378,chickens on the wall,
2375990,101,159,35,47,a blue and white jersey,
2375992,79,104,64,63,thick blue wire running into the wall,
2375993,193,40,173,101,a donut in a display case.,
2375995,154,63,229,295,a dog playing with an object,
2375998,64,326,45,28,shadow of the skateboard,
2376005,17,61,481,240,a pink fire truck,
2376011,323,142,85,143,Black and dog white staring at pink frisbee,
2376013,120,291,41,41,A small silver wristwatch.,
2376015,116,84,52,41,Red tomato slices on sandwich.,
2376020,201,52,184,321,Large elephant curling trunk,
2376021,210,131,87,50,Giraffe has long tongue sticking out.,
2376023,263,51,96,447,a power pole.,
2376025,345,42,128,145,Dark brown teddy bear with black outfit.,
2376032,8,193,365,176,sheep grazing on tufts of grass,
2376037,6,55,78,132,Crown,
2376039,166,102,60,89,a person is walking with an umbrella,
2376040,320,10,153,67,some very cloudy skies,
2376043,139,112,85,62,a bird is sitting in the wood,
2376046,164,5,332,150,a traffic light on a pole,
2376053,50,150,114,140,a woman sitting,
2376055,66,142,147,186,Trees covered in ice,
2376057,14,136,445,151,The food is being cooked.,
2376059,1,317,70,57,a silver bucket of vegetables,
2376063,123,10,291,295,the truck on the road,
2376067,321,157,115,90,last elephant in line,
2376069,221,138,42,37,Black hands on clock.,
2376071,62,169,307,100,Hospital sign on a bus,
2376073,103,26,282,218,This is a bus,
2376074,164,247,59,135,white porcelain toilet in back,
2376078,123,81,282,153,two birds of ceramique,
2376090,321,134,151,164,train engine car in black/yellow half pattern,
2376091,0,21,495,255,Birds in a tree.,
2376096,145,69,142,76,clear eye glasses on a man,
2376098,119,159,72,10,a blue and white toothbrush,
2376102,135,109,82,65,girl carrying a pink surfboard,
2376103,145,93,102,257,man standing on skateboard,
2376105,3,9,367,376,crowds of people waiting for buses,
2376106,76,178,85,70,A brown hair claw clip.,
2376107,13,8,96,56,Sky is blue color.,
2376108,209,167,227,210,chocolate covered doughnut with sprinkles,
2376109,252,287,103,96,Kite shaped like a bird,
2376116,1,74,102,390,man wearing glasses,
2376130,61,37,231,404,woman with dark skin,
2376134,26,0,447,312,a dog and a cat,
2376135,92,68,36,42,A triangular tie-dye kite with white ribbons,
2376141,13,108,326,391,man standing behind a counter,
2376142,101,113,119,106,stop sign is upside down,
2376143,38,83,447,250,This is a sleeping cat,
2376152,22,75,215,378,An animal,
2376154,74,46,257,85,crust of the pizza,
2376156,110,105,196,275,very large orange bone,
2376161,17,85,227,178,green turf of the tennis court,
2376162,231,89,157,205,woman bending over row boat,
2376165,313,57,28,29,flag displayed on a blue house,
2376171,91,326,208,97,bag on the back of motorcycle,
2376189,86,10,185,248,the baby sleeping,
2376191,136,402,117,65,She has black shoes on.,
2376192,127,92,165,47,four framed pictures on wall,
2376199,10,75,488,140,Blue plane on runway,
2376201,128,345,117,15,grass on the field.,
2376220,158,72,312,278,This is a girl riding a horse,
2376227,286,73,155,150,half of an orange,
2376228,379,62,120,27,Green palms in the breeze.,
2376229,5,6,394,431,A doughnut shop,
2376233,48,27,373,202,a plane in the air,
2376248,316,116,47,75,A rope leash,
2376257,166,46,227,277,person playing on tennis court,
2376266,223,31,267,337,a woman cooking food.,
2376268,43,3,312,466,two zebras in a pen,
2376270,196,211,118,41,A red and white boat,
2376273,116,59,19,28,QUARTER OF MOON SHOWING IN SKY,
2376274,25,264,159,234,Toilet is shattered,
2376275,169,218,205,150,a donut on a napkin,
2376276,17,26,172,325,This is a person,
2376281,2,0,122,134,A plastic cutting board,
2376289,41,255,169,138,Man on a skateboard.,
2376290,270,359,77,105,dark liquod drink in a glass,
2376295,106,180,42,40,traffic sign hanging above road,
2376297,338,48,60,195,a baseball player pitching a ball.,
2376298,178,215,68,61,a bag of cotton candy,
2376299,185,50,100,50,black cowboy hat with badge,
2376303,194,187,300,113,calm body of water,
2376304,197,163,167,107,a zebra,
2376307,7,15,363,481,Three people skiing in the snow,
2376308,272,250,132,57,Person sking on water,
2376311,298,110,14,9,Airconditioner on the top floor of the building,
2376313,65,136,261,177,a bear in the woods,
2376315,173,364,110,122,the clock face is blue,
2376316,183,160,85,84,A glazed donut,
2376324,50,6,345,326,man riding a skateboard,
2376326,3,2,496,306,A wooden table,
2376329,67,30,209,177,BLACK FRAMED ART PRINT,
2376331,241,45,235,268,skateboarder riding across a metal pole,
2376335,379,98,51,88,red octagon of stop sign,
2376337,20,118,125,116,Blue moon on the wall.,
2376340,77,71,260,248,a bird standing,
2376344,17,128,217,228,clock on a wall,
2376347,18,13,477,485,a delicious piece of pizza,
