image_id,X,Y,Width,Height,English_text,French_text
2353792,108,385,82,46,the white toilet seat cover,
2353793,358,120,82,77,baby bear in the grass,
2353794,260,92,47,72,a yellow life vest on a man,
2353796,335,139,164,191,mostly black George Foreman grill,
2353802,324,149,135,105,A wireless mouse made by Apple.,
2353805,321,5,41,31,Man wearing red Santa hat.,
2353808,10,0,135,234,a movie shelf by the television,
2353812,139,163,243,210,two women holding umbrellas,
2353820,329,71,101,189,the red fire hydrant,
2353825,285,305,32,48,tree trunk covered with wire,
2353826,218,75,202,157,person skiing down hill on skis,
2353828,328,107,97,77,large clock on side of building,
2353838,95,121,260,120,Bus turning on the street,
2353841,260,10,239,142,Chase building lighted by round white sign,
2353850,455,6,21,17,The glass globes around the street lights,
2353852,371,222,97,150,girl running down side walk,
2353854,7,11,327,476,Photo taken during the day,
2353859,58,35,305,422,kid standing next to horse,
2353862,13,99,389,146,a white bus with blue and orange stripes,
2353866,440,286,54,15,Cvita boat name on bow,
2353868,118,33,227,366,A woman riding a black horse,
2353883,164,122,191,153,White and red sign,
2353888,1,94,498,185,snow all over ground,
2353893,168,131,250,192,An brown and white zebra smelling rocks.,
2353895,309,138,190,193,small white fridge in kitchen,
2353901,0,5,274,494,Little girl holding scissors,
2353902,1,1,465,42,light in daytime sky,
2353911,413,184,73,45,Zebra in a field,
2353913,5,54,338,438,open door of freezer,
2353914,147,109,351,162,People shopping at an outdoor fruit stall,
2353919,83,100,386,208,a pair of zebras kept in captivity,
2353923,0,215,321,116,Multi-colored floor rug.,
2353928,241,213,88,51,a person in the ocean,
2353931,0,135,148,143,Carrots are in a bowl,
2353936,282,92,217,303,a metal bowl of white rice,
2353938,26,22,470,329,this is a bathroom,
2353941,144,79,83,77,there is a kite in the air,
2353947,200,163,239,164,man surfing a wave,
2353949,1,64,498,240,heard of elephants,
2353952,411,278,11,7,part of a field,
2353957,140,70,90,119,a pair of men's blue jeans,
2353959,150,92,62,109,man with an open mouth,
2353962,50,113,446,199,These men are skiing,
2353967,13,117,469,161,blue and white airplane,
2353978,378,166,16,21,Gold SC on the side of a clock.,
2353979,193,279,138,123,a green bathroom counter,
2353981,41,100,251,333,a man a girl surfboard skiing,
2353994,121,18,330,217,the bear is in the water,
2353996,58,11,108,88,the man flies a kite,
2353998,237,68,30,39,a roman number,
2354000,41,144,390,150,Red bus a the bus stop,
2354001,1,103,301,228,A round mound of white rice.,
2354007,7,45,477,277,three red double-decker buses,
2354010,53,272,40,45,White star shape on blue cloth,
2354013,429,221,67,101,bright yellow caution sign,
2354015,2,26,494,453,Food on a plate.,
2354018,17,88,466,220,a guy fixing a motorcycle,
2354021,13,143,88,151,refrigerator in kitchen,
2354022,223,237,30,78,brown wood sign in ground,
2354026,183,95,222,279,a little child sitting on a wooden bench,
2354034,90,143,67,73,small palm tree on the beach,
2354038,452,0,44,227,a large store window,
2354042,165,285,22,75,brown glass bottle on table,
2354059,418,29,80,142,clear glass with water in it,
2354061,302,1,39,256,knife on edge of plate,
2354063,5,183,366,260,Highway with two cars stopping at crosswalk,
2354065,367,19,40,97,outside black light,
2354069,82,207,212,89,the train is at the station,
2354072,177,91,158,155,white urinal in the floor,
2354079,199,108,117,82,a red and white shirt on a man,
2354081,41,321,20,17,A roll of toilet paper,
2354083,118,70,122,60,basil leaves on the sandwich,
2354086,222,92,123,167,a pink cellphone,
2354098,178,211,45,36,Patch of black fur on dog,
2354099,221,88,62,210,person on skateboard,
2354100,64,281,42,90,Bright yellow banana on shelf,
2354111,123,66,125,65,Water in the sea,
2354113,183,37,81,50,flag hanging on side of building,
2354126,283,118,100,163,a person on skis,
2354132,303,140,116,121,A person out front of the rest wearing a blue sweatshirt and black pants.,
2354133,141,134,155,192,man throwing baseball,
2354139,28,7,272,297,water is shooting upward,
2354140,18,89,68,132,A man with his head down wearing a thick coat.,
2354149,53,205,73,74,Multi-colored soccer ball,
2354152,111,118,101,120,Train on the tracks,
2354158,404,210,95,144,a train station platform,
2354159,2,51,492,318,lots of old bikes on display,
2354166,201,28,47,122,tall building,
2354171,0,326,263,127,horse have white furry feet,
2354173,289,190,11,16,a white water tower in the distance,
2354181,1,1,331,475,tall overhanging shade trees,
2354187,221,193,55,93,a white black and red tennis racket,
2354197,251,11,117,137,boxing poster on the wall,
2354199,208,141,10,12,Partial tusk of elephant.,
2354202,230,256,83,117,carrot with bite marks taken out,
2354209,139,284,40,114,a woman wearing a pair of jeans,
2354211,212,89,68,130,urinal in a restroom,
2354213,190,148,161,145,woman crossing street with bike,
2354214,65,187,221,61,The eyeglasses the guy is wearing.,
2354220,0,4,499,327,the photograph is black and white,
2354222,51,160,201,154,a bench on the beach,
2354223,141,0,334,221,man wearing gray shirt,
2354224,2,93,495,128,grey and tan train,
2354230,60,169,141,27,Table full of pastries on beach.,
2354233,74,131,251,56,BLACK STREET SIGN ON POLE,
2354234,47,404,251,94,a white star on ground,
2354239,3,142,388,121,White boat in the water,
2354242,38,60,281,388,Animals in a pen.,
2354245,44,0,31,20,the light on the ceiling,
2354246,60,214,13,145,a parking meter,
