image_id,X,Y,Width,Height,English_text,French_text
2400598,3,88,162,180,people on bikes,
2400599,325,113,141,55,white text on a blue background,
2400605,171,254,186,85,A white four door car.,
2400606,125,141,181,190,An old tire.,
2400612,190,179,38,53,a slice of pecan,
2400614,69,130,184,89,a purple commercial bus,
2400624,69,68,417,371,A group of chickens.,
2400628,329,3,167,148,The trees are green.,
2400629,11,248,230,83,a concrete boat ramp,
2400631,244,288,178,174,The front of a train,
2400635,122,123,375,157,the train is green and white,
2400641,67,33,155,209,The flowers are red.,
2400645,273,191,126,90,piece of shrimp sushi,
2400647,38,61,392,245,two men seated at a table,
2400648,137,142,23,27,an ear of a bear,
2400650,279,253,46,50,the right orange cleat,
2400655,24,61,469,309,2 laptops are pictured,
2400662,130,71,140,131,a chocolate dessert on a plate,
2400664,281,85,83,57,a red baseball cap,
2400667,1,42,497,275,Two boxes of donuts,
2400670,73,112,174,132,black cell phone in someone's hand,
2400675,111,37,264,337,gray metal sign,
2400680,146,29,334,285,a vase filled with flowers,
2400681,378,70,60,55,part of the sky,
2400686,39,83,216,278,man is holding a tennis racket,
2400696,356,245,23,22,Person wearing black pants.,
2400698,98,178,152,44,The kite highest in the air,
2400699,307,170,33,32,the head of a zebra,
2400711,31,328,110,114,Skateboard going off of ramp.,
2400716,346,58,153,170,a round mirror on the wall,
2400717,165,130,91,124,a pitcher pitches a baseball,
2400718,23,92,287,215,a man is surfing,
2400723,101,42,255,283,hitter holding bat up and away from body,
2400724,308,91,102,30,man's eyes closed,
2400727,111,90,19,22,the eye of a dog,
2400728,264,197,128,88,a park bench near the forest,
2400757,362,1,70,133,a tall green tree,
2400758,117,58,307,280,Man sitting on motorbike.,
2400769,43,112,115,170,giraffe grazing from tree,
2400770,19,92,480,232,a crowd of people,
2400776,223,118,17,35,the tail of a plane,
2400777,137,71,113,302,woman in white pants,
2400781,176,92,15,17,Green push button on a panel,
2400785,1,1,495,463,A WII CONSOLE AND REMOTE,
2400787,139,93,57,31,The man is wearing glasses.,
2400802,322,140,45,33,yellow tennis ball in mid air,
2400805,68,412,112,40,the table is tan,
2400807,101,32,127,69,the sky is blue,
2400813,77,88,56,42,red kite flying in sky,
2400815,232,71,104,93,a snowboarder is catching air,
2400816,68,165,318,110,A brown and black cat,
2400817,18,46,347,278,white lamb behind fence,
2400822,104,10,287,321,a kite surfer on the beach,
2400826,177,176,67,42,half-eaten hot dog,
2400827,310,112,110,86,the table is silver,
2400828,151,273,30,88,a bottle of hot sauce,
2400829,186,27,50,74,Man stand in crane,
2400830,249,195,24,70,GREY ELEPHANT TUSK,
2400832,3,46,357,452,Man in grey shirt,
2400844,382,232,87,168,the small baby elephant,
2400845,452,210,47,42,reflection of light in the water,
2400849,75,273,141,100,Little Toy Rocking Horse,
2400861,72,281,162,113,brown wooden floor,
2400862,102,252,271,208,pizza on the table,
2400872,1,226,155,47,an overturned skateboard,
2400880,212,231,286,137,white oven interface,
2400884,276,163,217,146,a pile of silverware,
2400889,299,129,27,21,the eye of a woman,
2400891,210,25,189,240,blue double decker bus,
2400900,2,205,488,125,glass-topped tables with metal legs,
2400906,178,264,195,38,Wooden park benches,
2400912,310,16,121,92,some clouds in the sky,
2400913,97,339,110,144,a green vase,
2400914,0,160,202,95,Three silver spoons on a cloth,
2400916,15,102,117,49,orange fish in aquarium,
2400920,77,375,36,63,The man is standing in the sand.,
2400922,176,27,98,60,the ear of a dog,
2400924,141,242,51,67,man wearing blue and white shirt,
2400925,411,102,49,24,The white Frisbee in the player's hand.,
2400926,96,50,187,381,giraffe stands tall and upright,
2400927,73,118,68,42,a red rose bud,
2400933,340,300,157,71,the fence is wrought iron,
2400936,103,114,102,103,a apple hanging,
2400938,132,245,140,70,Tip of the cat's tail,
2400946,36,145,229,228,a white cat,
2400952,246,107,205,142,a red double-decker bus,
2400954,223,107,86,135,Black cat with white marking on its face,
2400956,197,71,64,34,blue and white directional street sign,
2400961,34,25,186,287,man is jumping,
2400963,313,16,37,32,a small American flag,
2400966,1,278,110,220,Zebra standing in dirt.,
2400971,140,93,145,95,the shirt is black,
2400973,128,317,49,66,bright blue tissue box,
2400986,258,153,205,141,White dog with black ears,
2400993,7,141,189,198,Dog sitting on picnic table,
2400994,297,58,202,210,Brown teddy bear.,
2400998,69,83,77,175,a lamp on a nightstand,
2400999,239,313,176,60,white porcelain sink,
2401002,3,2,487,155,The ground is concrete.,
2401005,299,101,139,92,a black and white baseball bat,
2401008,8,0,259,390,a table of deserts,
2401009,120,53,243,108,green sign above other sign,
2401015,141,99,232,172,cop is on bike,
2401016,292,83,50,129,LADIES WALKING ON THE GRASS,
2401018,134,19,349,255,a very large elephant,
2401020,113,141,350,123,the plane is departing,
2401023,346,0,43,32,part of a ceiling,
2401027,202,315,150,175,blue floral kettle,
2401046,378,211,32,44,white shopping bag with handles,
2401051,327,222,24,19,The number on the front of the train,
