image_id,X,Y,Width,Height,English_text,French_text
2385062,25,95,318,293,two hotdogs in buns,
2385064,272,150,34,37,the woman is wearing a black shirt,
2385065,288,177,107,85,Bumpy plain glazed doughnut.,
2385066,201,49,175,92,Toothbrushes wrapped in plastic,
2385071,76,95,241,157,A standing cow elephant,
2385072,35,133,463,125,two green and white train cars,
2385075,22,123,271,95,white plane with red tail wing,
2385076,25,43,148,143,a ram on a hill,
2385081,190,110,142,202,two men riding on a motorcycle,
2385082,54,113,211,248,Two giraffes at a zoo,
2385085,53,30,303,326,man getting ready to hit a tennis ball,
2385086,64,85,171,143,Tall clock on a pole,
2385087,21,126,408,365,the baseball player is running,
2385098,291,23,72,110,Framed mirror hangs on the wall,
2385100,12,13,476,352,people walking a curved and steep sidewalk,
2385104,3,6,336,488,an old broken-down bathroom,
2385106,10,131,465,320,pizza on a cutting board,
2385108,188,70,75,71,person standing on a surfboard,
2385110,59,16,112,50,this is the sky,
2385111,69,2,416,180,mom giraffe cleans back of baby giraffe's ear,
2385114,152,239,104,90,a modern white chair,
2385124,185,146,49,196,This is forest vegetation,
2385129,332,139,24,22,The baseball being hit by the batter.,
2385130,285,148,12,10,The lights on the top of the train.,
2385132,0,112,392,205,Two people sitting together,
2385138,161,17,200,227,a toddler sittng down,
2385142,260,41,177,230,large parrot on shoulder,
2385147,437,191,20,36,The person riding a bike.,
2385150,48,2,218,487,a person wearing a bunny suit,
2385156,5,10,485,306,professional tennis match on clay court,
2385161,245,137,51,34,the baseball bat in the man's hand,
2385162,156,105,105,63,the microwave above the stover,
2385173,5,2,311,68,This is forest vegetation,
2385174,114,19,147,170,red stop sign on pole,
2385181,227,103,97,170,a brown elephant walking on a field,
2385182,1,0,488,330,doughnuts in a doughnut shop,
2385185,120,76,71,48,Blue flowers in a vase.,
2385187,162,251,130,122,silver colored back of a stop sign,
2385188,175,210,55,135,Woman in red hat,
2385193,164,168,81,115,The trunk of the elephant.,
2385194,449,157,9,12,white arrow on sign.,
2385195,113,164,290,312,big tan teddy bear,
2385199,60,35,117,295,a shirtless man on beach,
2385207,40,9,137,240,medicine cabinet above sink,
2385211,33,380,121,118,a bike's rear tire,
2385214,211,14,195,266,man and child,
2385221,111,142,104,111,black and white clock,
2385227,315,214,62,95,Child's blue ski outfit,
2385231,37,406,46,73,A ceramic coffee mug,
2385236,16,168,10,23,This is a support pole,
2385239,123,271,205,225,tthe pizza is rectangle,
2385241,226,6,63,27,Blue hood on man's head.,
2385256,72,21,368,302,there are two giraffes,
2385259,89,19,146,435,mannequin standing with motorcyle,
2385265,112,398,105,87,white soccer ball on green grass,
2385274,63,201,60,99,this is a ladder,
2385279,57,135,54,56,This is a fruit,
2385283,148,197,72,176,this is a lady,
2385284,5,114,477,180,A heard of male sheep,
2385285,272,10,221,321,guy smiling,
2385286,433,196,8,22,Person has dark hair.,
2385290,3,212,39,15,orange words on front of building,
2385296,43,17,440,250,train near platform and other tracks,
2385297,130,260,126,201,a yellow fire hydrant,
2385306,29,46,402,287,A motorcycle is parked on the sidewalk,
2385307,42,25,223,68,multicolored kite is in sky,
2385308,164,155,103,167,A man playing tennis.,
2385317,15,106,325,180,group of people riding elephants,
2385321,10,47,146,260,the hiar is brown,
2385323,59,73,254,235,player in white swinging bat,
2385328,41,180,45,74,A plastic bottle of water,
2385330,311,234,151,117,the birs is perched,
2385332,299,275,16,18,this is the wall,
2385334,248,47,11,11,polka dot on baby decoration,
2385335,250,195,13,26,The Frisbee in the guy's hand.,
2385338,67,187,118,289,Black and blue baseball bat,
2385339,351,283,120,84,dessert with fruit on plate,
2385348,181,265,299,202,the hotdog looks yummy,
2385351,70,86,232,104,A mostly metal and wood roof.,
2385352,32,448,317,44,51/2 year old new year's card [in july 2010],
2385355,7,217,291,213,two women skiing on snow,
2385357,191,165,105,95,The green pants the snowboarder is wearing.,
2385360,287,153,137,169,A person standing in the snow,
2385364,340,312,125,51,white toilet has seat down,
2385370,436,112,50,141,man sailing behind a black and white parasail,
2385374,7,90,483,230,sheeps in a farm,
2385379,242,51,90,54,a flat screen tv on the wall,
2385380,318,228,86,80,the cow is brown,
2385382,54,306,206,177,THE HOT DOGS ARE ON THE PAN,
2385385,67,361,45,53,red and white stop sign,
2385393,364,154,20,26,brown spots on the giraffe,
2385400,132,81,55,150,a cotton white blanket.,
2385405,255,86,42,28,the hat on the man's head,
2385406,206,155,56,109,this is a man,
2385412,23,140,229,101,two white planes in a terminal,
2385413,410,2,88,279,poster hanging above bed,
2385417,131,114,132,152,a red and white stop sign,
2385421,121,58,20,18,this is a tennis ball,
2385422,94,75,130,76,Grey and White Umbrella,
2385423,268,175,9,9,Person looking at a wave,
2385424,124,155,260,133,A cake in the shape of thomas the train,
2385425,69,182,30,33,Green Light on pole,
2385431,392,5,68,63,this is the sky,
2385435,249,189,99,68,Tracks are brown color.,
2385446,175,47,147,119,a child's drawing on wall,
2385447,67,220,84,27,White frisbee in midair.,
2385451,188,128,179,152,Black and white cow,
2385464,245,58,49,33,two black speakers hanging from ceiling,
2385467,383,52,58,25,a pair of ski goggles,
2385468,158,183,140,171,THIS IS A CAT,
