image_id,X,Y,Width,Height,English_text,French_text
2407978,31,185,466,177,Double sink in the bathroom,
2407984,206,36,35,43,the head of a man,
2407989,115,229,165,102,pizza box on bed,
2407992,154,287,24,24,a green tennis ball,
2407997,380,233,42,28,Railway passenger seat in car.,
2407998,203,8,85,111,two people on a ski lift,
2408009,135,78,263,235,Woman with long brown hair,
2408012,3,59,495,207,Trucks are seen.,
2408013,62,107,435,224,Man playing tennis,
2408023,6,177,149,153,Hand by the fruit.,
2408024,42,144,247,45,green canoe gliding through water,
2408028,113,17,317,282,A red train,
2408029,293,60,165,174,Corn on the plate,
2408034,101,68,129,101,st .Francis street sign,
2408037,2,18,492,378,Dog laying on a rug.,
2408040,32,21,440,341,Pot of boiled vegetables,
2408049,267,0,189,363,White cabinet doors.,
2408051,29,91,466,168,A bunch of docked boats,
2408061,47,4,155,297,baseball player on pitching mound,
2408070,176,229,206,75,shadow in the water,
2408074,137,109,198,177,Group of giraffes walking on the sidewalk and grass,
2408077,24,19,465,354,a beautiful nature scene,
2408081,229,177,107,102,tan dog by a lake,
2408087,110,142,192,112,Downhill skier on the slope.,
2408089,100,88,202,155,person in skiing competition,
2408098,90,43,256,144,Picture menu hanging on the wall.,
2408099,195,113,92,259,A stop sign on it's post,
2408104,90,110,302,175,a yellow SUV on the beach,
2408117,110,92,291,97,a green surfboard being carried,
2408120,427,220,72,83,people playing in the water,
2408123,102,130,241,147,Boats along the walkway,
2408130,379,3,70,80,A green potted plant,
2408137,164,82,211,202,red double deck city bus,
2408140,137,25,222,263,black bear in window,
2408141,190,215,19,19,White clock on side of building.,
2408147,207,127,96,121,Blue sign on top,
2408159,329,257,99,29,Ryan Taylor copyright tag,
2408160,217,68,130,62,little girl using sinicare toothbrish,
2408161,63,185,17,12,a pair of train headlights,
2408169,296,145,46,45,Headlight on front of motorcycle.,
2408172,142,83,65,111,A gray airplane,
2408177,5,4,369,248,Sky is blue,
2408187,220,156,164,213,Kite in a shape of a teddy bear,
2408188,30,73,102,153,this is the sky,
2408189,73,10,222,215,people in a small motorboat,
2408190,87,192,116,103,Kitty over lap of a person,
2408199,38,8,320,410,person with pot near an oven.,
2408202,102,131,138,177,Listening favorite tunes table.,
2408203,98,108,30,14,jersey has name on back,
2408212,51,105,433,176,the lady is on the beach,
2408225,17,65,450,214,Blue rusted train caboose sitting on train track.,
2408229,26,460,125,25,A pink sign with white lettering.,
2408230,37,51,291,373,pitcher with ball in hand,
2408236,201,310,35,24,Red light is shining on the stop light.,
2408237,31,20,83,115,white kitchen cabinets,
2408242,387,143,74,39,Crib of baby is white,
2408244,36,57,260,415,Picture of man surfing.,
2408246,8,4,488,320,Man surfing in the ocean,
2408250,45,27,444,294,three stuffed animals pretending to drink,
2408252,13,161,55,39,the girl is wearing white tennis shoes,
2408262,372,90,31,58,red tail on plane,
2408265,432,186,52,112,Person wearing white shirt,
2408269,31,0,143,52,ceiling fan in a bedroom,
2408270,17,52,461,213,antique bus parked in dirt,
2408272,37,127,104,188,woman skiing on sidewalk during storm,
2408273,183,139,81,312,A man standing in front of a bench,
2408276,158,76,224,358,woman riding bike in city,
2408284,118,24,352,237,TWO POLAR BEARS PLYING.,
2408292,214,125,14,14,the head of a man,
2408295,0,0,498,372,This image is of people flying there kites!,
2408296,0,115,495,245,Plane in the sky,
2408304,309,112,57,62,Big horns on animal's head,
2408309,21,81,444,220,car parked on train tracks,
2408312,48,57,83,114,black arrow pointing to the right,
2408313,54,7,421,310,a man on his cell phone.,
2408316,237,129,132,230,man is playing wii,
2408320,22,55,444,265,Two women playing tennis,
2408321,238,86,252,275,the horse is brown,
2408325,408,170,49,92,coffee maker on the counter,
2408331,444,183,55,38,blue car,
2408334,145,137,354,61,Train on the tracks.,
2408336,205,66,40,42,Brown diamond shape on tile wall,
2408338,5,155,135,97,half of a chocolate donut,
2408342,112,170,85,37,Kite flying in the air.,
2408343,125,4,103,236,black and yellow train,
2408348,83,150,45,43,a white lamp shade,
2408349,133,105,198,213,hotdog-like object in a bun,
2408352,87,40,120,128,Bunch of unripe bananas.,
2408358,18,94,291,201,rustic ceiling of crossed logs and beams,
2408359,1,70,497,32,mountains in the background,
2408367,67,5,432,325,Elephants walking in the meadow,
2408371,269,82,105,204,baseball player holding a bat ready to swing,
2408375,146,173,212,100,Green leaf of arugula,
2408377,232,194,110,57,an orange and black tennis racket,
2408380,104,141,184,55,airplane in the sky,
2408388,81,211,382,230,Banana ice cream sundae,
2408396,103,55,214,338,child in school uniform,
2408399,157,2,109,248,stone column in the background,
2408407,146,271,109,55,the floor is brown,
2408408,62,60,347,271,boys playing soccer,
2408421,126,12,247,285,tennis match,
2408425,224,102,15,20,the head of a man,
2408427,122,23,46,186,a letter is missing from sign,
2408429,97,267,65,52,A black and yellow soccer ball,
2408437,284,167,97,164,White porcelain urinal with silver plumbing,
2408439,239,114,138,180,train has 'first' written on it,
2408440,65,131,280,198,train is red and white,
2408444,5,10,323,393,Train at the railway station,
2408449,240,130,55,58,The black helmet the batter is wearing.,
2408450,1,2,497,343,people waiting at a train station,
