image_id,X,Y,Width,Height,English_text,French_text
2367297,78,278,62,166,The tree stump is broken,
2367298,46,97,233,222,the boy on the skateboard,
2367299,57,75,370,298,Two women on skis.,
2367302,11,129,23,46,a yellow banana in distance,
2367306,122,56,247,170,eggs on top of dish,
2367309,100,312,139,133,Two cats sitting on a window sill,
2367312,206,105,183,148,a woman using surfboard,
2367313,243,129,75,65,this is a man,
2367315,21,126,146,216,a large inflatable man wearing red,
2367326,37,11,440,336,This looks like a healthy meal,
2367330,58,92,360,172,the object in the two hands,
2367332,156,183,218,76,Grand Opera House directional sign,
2367333,129,8,230,327,these are the giraffes,
2367336,74,155,165,318,Baseball player in a game.,
2367340,135,180,157,51,the counter is silver,
2367341,153,165,204,83,a round green glass plate,
2367342,293,308,34,43,part of a floor,
2367343,101,96,312,102,Man is lying down,
2367357,31,34,386,202,An orange and white airplane.,
2367363,261,276,26,28,a red balloon and a blue balloon,
2367365,143,60,50,67,surfer wearing black wetsuit,
2367366,36,172,25,22,A metal round bowl.,
2367368,209,194,224,145,A wooden dining room table.,
2367370,202,163,77,80,A small white pony on the side of the road,
2367371,15,10,472,291,Picture taken outdoors,
2367381,81,75,41,27,hat on person riding baby elephant,
2367382,130,146,27,20,the man is wearing a cap,
2367388,5,15,365,439,pictue taken outdoors,
2367395,48,112,395,117,a grey subway train with green and yellow stripes,
2367399,67,142,237,65,The animals being ridden,
2367403,1,0,331,327,A chain link fence,
2367404,40,101,443,262,A multitude of animals in a park,
2367409,38,249,333,136,the woman is wearing a sweater,
2367410,8,97,292,243,The purple and tan truck cab,
2367417,152,0,145,157,a red and white stop sign,
2367426,9,60,477,254,white and blue bus covered in graffiti,
2367428,19,27,465,345,a motorcycle parked on the street,
2367429,241,115,45,106,pink blue and white hang glider,
2367433,8,65,373,285,this is a dog,
2367441,86,0,245,374,the boy sitting down,
2367444,380,243,70,59,This is a Zebra,
2367446,123,25,375,199,four people playing Wii,
2367454,261,274,70,32,man wearing sandals,
2367457,83,85,395,141,Three signs in front of a building,
2367461,55,149,276,346,two men looking at a blue parking meter,
2367463,342,137,66,100,Older man sitting in a chair,
2367464,256,114,45,62,a light pink teddy bear,
2367466,130,173,45,58,A blue t-shirt,
2367467,262,79,48,71,women sitting down outside with sunglasses on,
2367473,317,14,116,216,A young man walking and smiling,
2367482,32,93,125,247,fire hydrant is red,
2367486,136,167,190,162,White ceramic toilet seat.,
2367490,65,117,167,177,a man on a motorcycle,
