image_id,X,Y,Width,Height,English_text,French_text
2366863,207,173,243,135,Multiple animals grazing in a field,
2366868,65,83,213,367,this is a baseball player,
2366870,108,68,250,275,two people skiing,
2366873,69,31,340,300,rear view mirror reflects apartment building,
2366874,12,12,480,350,fans watching a professional ballgame,
2366875,0,95,498,228,Two zebras standing in a zoo,
2366879,96,118,352,212,a bed with white sheets and red headboard,
2366883,176,190,17,23,part of a wheel,
2366888,78,112,105,150,red item in the ocean,
2366891,434,188,20,35,Crack in the surface of the tennis court,
2366896,135,70,107,118,this is a bag,
2366902,18,14,454,318,a skier on a mountain,
2366905,178,136,62,48,Man surfing on wave,
2366906,315,208,80,61,Long green taper candles.,
2366915,343,98,102,105,this is a person,
2366919,47,207,87,130,This is the flower of a banana tree,
2366922,104,219,95,92,bird flying through sky,
2366923,145,80,201,175,food in a bowl,
2366925,121,221,89,35,two clocks on clock tower,
2366927,255,104,29,23,blue bucket hat on head,
2366934,184,37,295,294,a man working on a wheel,
2366935,194,121,137,76,the object is red,
2366941,139,371,195,108,the bench on the sidewalk,
2366949,133,147,257,67,an airplane taking off,
2366954,123,122,363,291,red color fire hydrant,
2366956,122,2,372,393,a bus on a street,
2366958,93,0,218,438,a woman wearing a colorful scarf,
2366959,37,64,429,242,this is a bus,
2366961,50,4,372,294,An old yearbook photo,
2366977,0,2,497,375,a black and white picture,
2366980,213,235,42,50,part of a board,
2366987,77,60,25,30,part of a floor,
2366992,134,9,137,82,Black hair of a child,
2366999,301,170,54,38,the frisbee is white,
2367000,128,20,141,156,A man playing a horn,
2367007,85,40,288,452,A man eating a hot dog.,
2367014,79,19,411,310,This is a cat,
2367015,198,149,115,152,a bunch of bananas,
2367017,187,48,137,301,A baseball player wearing a red and white uniform.,
2367028,13,287,94,35,an empty red plastic plate,
2367030,353,19,119,195,The sun is blurring out the image,
2367031,150,25,273,259,a child is watching the laptop,
2367032,42,104,53,69,fog lights are on,
2367039,84,166,265,207,Group Of People Posing For A Picture,
2367040,95,40,221,239,the man in the pool,
2367063,85,5,59,43,this is the ceiling,
2367066,292,181,45,72,part of a tree,
2367070,11,10,324,488,view through a doorway of an old fashioned room,
2367072,154,11,24,165,The spire of the clock on the post,
2367080,9,26,394,307,small bowl of fruit,
2367081,73,18,280,323,this is a lady,
2367083,125,295,96,73,A group of people standing around,
2367089,393,173,52,40,engine on a commercial plane,
2367095,58,195,78,59,the horse is brown,
2367100,6,5,489,319,photo is black and white,
2367103,89,224,95,38,two small American flags,
2367105,166,246,124,103,this is a hat,
2367106,102,397,144,100,water stains on the floor,
2367108,89,1,409,320,two food trucks,
2367110,283,324,52,38,this is a railway line,
2367119,421,267,21,21,this is a mouse,
2367124,50,155,122,27,A kite being flown,
2367125,383,210,35,23,people riding on top of an elephant,
2367132,271,275,14,35,part of a jeans,
2367134,92,79,272,252,the birds are flying,
2367136,21,0,472,365,This is a building,
2367137,205,83,117,202,the man on the tennis court,
2367140,49,323,113,115,flowers in a vase on a windowsill,
2367150,128,16,95,94,the helmet is green,
2367153,123,152,375,222,round light wooden table,
2367161,183,283,25,20,edge of a tie,
2367163,21,18,314,342,Kids are holding their teddy bears,
