image_id,X,Y,Width,Height,English_text,French_text
2407885,236,60,83,138,two towels hanging,
2407890,104,33,332,330,Cats lay in hallway,
2407891,366,17,106,63,Green light over road.,
2407897,275,332,88,101,the grass is green,
2407899,88,125,24,13,Toothy smile of a guy.,
2407900,95,5,134,43,sign displays laundry fifteen cents,
2407904,74,150,32,38,A round white frisbee,
2407905,127,37,196,307,Road signs on a pole,
2407907,124,174,130,113,the zebra is eating,
2407909,267,234,23,24,dirty looking finger nail.,
2407914,205,155,70,63,the ground is gray,
2407916,203,241,90,62,the wrist band is black,
2407926,195,149,121,266,red cell phone in tree,
2407927,84,117,17,13,the eye of a woman,
2407928,225,162,183,170,White toothbrush in box.,
2407934,101,30,40,44,a giraffe's neck,
2407935,239,91,130,64,a pair of glasses,
2407936,342,50,35,25,a purple frisbee,
2407945,122,254,111,46,Headlights on the cars.,
2407951,63,50,67,60,the grass is green,
2407969,311,15,67,84,a large container of cooking utensils on the counter,
2407974,30,7,447,357,View inside of a bathroom,
2407978,31,185,466,177,Double sink in the bathroom,
2407984,206,36,35,43,the head of a man,
2407989,115,229,165,102,pizza box on bed,
2407992,154,287,24,24,a green tennis ball,
2407997,380,233,42,28,Railway passenger seat in car.,
2407998,203,8,85,111,two people on a ski lift,
2408009,135,78,263,235,Woman with long brown hair,
2408012,3,59,495,207,Trucks are seen.,
2408013,62,107,435,224,Man playing tennis,
2408023,6,177,149,153,Hand by the fruit.,
2408024,42,144,247,45,green canoe gliding through water,
2408028,113,17,317,282,A red train,
2408029,293,60,165,174,Corn on the plate,
2408034,101,68,129,101,st .Francis street sign,
2408037,2,18,492,378,Dog laying on a rug.,
2408040,32,21,440,341,Pot of boiled vegetables,
2408049,267,0,189,363,White cabinet doors.,
2408051,29,91,466,168,A bunch of docked boats,
2408061,47,4,155,297,baseball player on pitching mound,
2408070,176,229,206,75,shadow in the water,
2408074,137,109,198,177,Group of giraffes walking on the sidewalk and grass,
2408077,24,19,465,354,a beautiful nature scene,
2408081,229,177,107,102,tan dog by a lake,
2408087,110,142,192,112,Downhill skier on the slope.,
2408089,100,88,202,155,person in skiing competition,
2408098,90,43,256,144,Picture menu hanging on the wall.,
2408099,195,113,92,259,A stop sign on it's post,
2408104,90,110,302,175,a yellow SUV on the beach,
2408117,110,92,291,97,a green surfboard being carried,
2408120,427,220,72,83,people playing in the water,
2408123,102,130,241,147,Boats along the walkway,
2408130,379,3,70,80,A green potted plant,
2408137,164,82,211,202,red double deck city bus,
2408140,137,25,222,263,black bear in window,
2408141,190,215,19,19,White clock on side of building.,
2408147,207,127,96,121,Blue sign on top,
2408159,329,257,99,29,Ryan Taylor copyright tag,
2408160,217,68,130,62,little girl using sinicare toothbrish,
2408161,63,185,17,12,a pair of train headlights,
2408169,296,145,46,45,Headlight on front of motorcycle.,
2408172,142,83,65,111,A gray airplane,
