image_id,X,Y,Width,Height,English_text,French_text
2364306,7,52,407,240,the train is moving,
2364308,0,88,131,101,part of a white garage door,
2364309,20,43,470,310,This is a box of donuts,
2364310,52,266,270,138,Sheep herding in a field,
2364315,213,335,39,117,This is a tower,
2364316,169,272,124,110,an umbrella on the floor,
2364319,248,182,165,107,two people riding motorcycles in the evening,
2364320,0,79,448,293,pizza dinner on a plate,
2364321,150,177,89,106,a giraffe eats grass,
2364325,244,197,35,32,The beck of a bird.,
2364327,155,54,344,259,four livestock on field,
2364329,44,44,258,277,follow through of the batter,
2364341,268,21,136,128,short black hair on woman,
2364342,110,55,101,170,Man in reflective clothing,
2364343,1,42,496,208,figther jet is on runway,
2364345,276,245,51,25,Ducati logo on the side of the motorcycle,
2364348,1,2,414,322,motorcycle parked at a scenic view,
2364349,208,313,113,125,a glass bowl on a table.,
2364350,117,167,240,279,red and white stop sign,
2364354,82,34,197,271,man standing beside the car,
2364363,7,239,36,117,The ground is made of cement,
2364364,8,24,348,462,A long old bus is parked behind a wooden table,
2364374,39,58,175,321,truck,
2364375,162,108,105,75,brown horse in field,
2364376,63,195,78,28,Tail of swimming duck,
2364380,150,54,276,426,the man holding boy's hand,
2364385,287,70,115,118,this is a cake,
2364386,298,280,15,7,part of a shoe,
2364389,97,116,86,86,pink puree in blender,
2364390,10,210,85,100,giraffe's tail sticking out,
2364393,69,31,427,417,Plant growing on the ground,
2364394,246,0,105,498,a tall metal pole,
2364395,0,57,495,223,Doughnuts put on trays,
2364404,116,163,330,135,Bananas on the plate.,
2364410,245,351,31,67,RED HYDRANT ON STREET,
2364411,133,135,184,106,red bike,
2364414,0,146,329,315,a white dish on table,
2364425,121,422,94,64,THE BABY IS WEARING TINY SHOES,
2364426,180,57,61,36,Black and white sign.,
2364438,0,0,499,374,a wooded environment,
2364440,22,10,467,260,photograph of a train crossing,
2364443,51,22,425,298,two zebra standing together,
2364448,146,48,351,214,Dog is laying on bed,
2364450,76,209,77,86,Nose of a giraffe,
2364480,230,120,57,82,red airplanes,
2364481,33,14,440,360,the large pizza in the box,
2364486,107,118,260,170,two birds in a tree,
2364493,100,62,124,190,a black and white statue,
2364498,303,184,110,145,brown leather crossbody bucket bag,
2364499,204,33,280,463,a woman sitting on a step,
2364501,142,150,25,25,White and black clock on the side of the tower,
2364503,158,300,193,152,cardboard coffee cup sleeve,
2364504,180,225,107,156,The dog is wearing a purple collar.,
2364506,259,170,13,31,The front of the train is yellow.,
2364510,183,48,34,163,painting of tall clock tower,
2364511,346,56,39,57,Sign for advertising,
2364513,246,223,43,57,Wheel of a train,
2364516,10,75,487,220,males playing soccer in field,
