image_id,X,Y,Width,Height,English_text,French_text
2339786,72,201,195,187,food in a container,
2339790,18,384,277,99,Shirt has two breast pockets,
2339791,383,49,51,90,street light in the air,
2339793,208,275,65,22,a yellow tennis ball in motion,
2339799,423,5,75,60,flat screen monitor on wall,
2339802,124,271,56,52,silver flowers in vase,
2339805,197,68,87,79,kite,
2339809,298,2,200,204,a white tub enclosure with built in shelf,
2339810,43,64,229,263,Batter at home plate.,
2339820,192,111,75,55,the goggles are on the hat,
2339823,321,2,85,227,blue towel hanging on wall,
2339824,10,16,334,470,A photo of a woman,
2339831,106,29,195,423,skier,
2339833,98,76,264,238,man sitting on a bench,
2339836,93,95,152,120,a text in the box,
2339837,306,79,82,110,boy has brown hair,
2339838,122,11,191,122,steam coming out of the train,
2339848,24,357,55,54,hinge on a door,
2339849,111,92,232,172,double decker bus on street,
2339851,72,32,95,188,metal cage near giraffe,
2339853,125,314,110,125,a dark colored piece of food.,
2339857,77,157,62,19,Dark blue sign with \Pietra L.\ in white letters,
2339859,41,6,32,15,a pair of yellow framed sunglasses,
2339861,142,339,189,147,Bench on sand by foliage,
2339865,128,4,370,75,cloudy dark blue sky,
2339866,3,4,489,325,darkness in night sky,
2339870,42,147,142,331,Little girl standing next to man,
2339879,141,46,250,282,Yellow fire hydrant on street,
2339883,112,331,35,37,button on the device,
2339888,32,138,18,28,The window is rectangle,
2339889,373,42,32,41,head of a person,
2339891,138,62,229,381,Black and silver refrigerator,
2339892,19,79,92,65,this is a board,
2339900,176,48,119,137,A person is packing clothing,
2339904,15,50,278,326,a young man posing for his school pictures,
2339905,206,140,200,140,The cup has liquid in it,
2339906,17,1,445,330,Child holding a donut,
2339907,231,174,19,21,roll of toilet paper on metal holder,
2339908,252,72,60,56,boy has grey hood,
2339915,4,72,487,299,this is a large bed,
2339916,41,160,69,87,juice carton on table,
2339920,339,80,43,41,someone dressed as mickey mouse,
2339927,68,105,216,110,white and red trolley,
2339933,202,128,77,71,surfer,
2339937,158,191,85,36,white lettering on red trolley,
2339939,97,14,179,195,the head of a female zombie.,
2339940,8,14,294,485,this is a slice of pizza,
2339944,74,23,216,413,young model posing with a chair and suitcases,
2339945,14,37,456,166,large white plane on tarmac,
2339949,254,172,34,69,a dark figure on skis,
2339950,147,2,351,330,young person with white shirt,
2339951,194,25,162,110,baggage carousel at the airport,
2339954,1,39,495,251,airplane is being serviced,
2339958,220,93,105,94,head of a cat,
2339962,101,41,25,131,a clock tower with an arch,
2339970,223,143,71,42,bike,
2339972,25,33,454,269,parked black motorcycle on the road,
2339978,41,115,25,31,the nose of a passenger jet,
2339979,118,6,146,159,A small childs face,
2339988,262,50,31,32,man is wearing goggles,
2339990,189,0,177,137,darkness of night sky,
2339991,1,98,496,230,Old fashioned red fire truck,
2339993,154,31,140,229,Person riding on motorcycle.,
2339994,0,199,145,139,platform at train station,
2339995,58,163,360,102,An orange foreign school bus,
2339997,209,243,41,64,a man playing a guitar,
2340006,133,168,93,117,mirror has golden frame,
2340009,141,55,347,150,three small boats on the shore,
2340010,215,271,21,21,tip of silver fork,
2340016,1,5,495,410,van in the forefront.,
2340021,166,139,13,23,man wearing green coat,
2340022,0,131,487,242,Tow men playing nintendo wii,
2340025,97,27,371,328,the sheep is grazing,
2340028,16,239,232,117,a bench on a beach.,
2340029,36,180,20,60,long tail on cow,
2340032,16,259,139,228,man smiling riding his bike down the street,
2340035,75,117,410,255,Clocktower in the middle of a paved area,
2340040,132,35,351,217,zebras running on field,
2340048,277,103,139,75,hands holding a phone,
2340049,37,3,372,210,A herd of pigeons eating pizza in the street,
2340058,185,103,71,40,person's hand in picture,
2340065,5,170,10,7,small yellow colored flag,
