image_id,X,Y,Width,Height,English_text,French_text
2353349,378,208,21,20,white waves crashing in water,
2353354,43,121,88,176,a white porcelain toilet in the bathroom,
2353355,116,63,202,292,girl on a surfboard,
2353366,13,9,425,316,skateboarder on skateboard going down hill,
2353369,277,123,97,87,The sun in the sky,
2353370,126,35,272,268,the man is playing tennis,
2353378,141,6,308,366,a female tennis player,
2353381,186,7,183,431,older woman sitting on arm of brown leather couch,
2353382,250,147,249,60,a parked airplane,
2353383,156,204,74,33,Blue candles are lit on a table.,
2353384,168,123,93,190,a man holding a soccer ball,
2353385,89,65,228,258,a man doing a stunt on a skateboard,
2353391,304,83,61,60,zebra's nose is black,
2353393,385,98,100,232,Stainless steel fridge,
2353401,255,69,56,83,a beautiful white wall.,
2353402,96,26,107,45,the sky is clear,
2353403,168,107,36,61,large tinted train window,
2353404,77,247,57,66,the tail of the dog,
2353406,465,142,10,11,window on side of building,
2353409,131,116,162,121,A small grey bare,
2353418,134,33,82,147,an open cabinet door,
2353422,148,158,39,35,a black camera,
2353425,217,158,25,17,A logo on the car,
2353431,247,153,118,90,a giraffe laying in on the ground,
2353432,68,72,417,267,cat standing on bed,
2353434,206,112,97,110,Baseball pitcher throwing a ball,
2353435,49,116,64,59,White snow pedal in a small vase.,
2353436,61,210,106,119,person in baseball uniform,
2353444,264,46,77,68,the head of a man,
2353447,109,133,73,70,a boy wearing a white shirt,
2353452,51,142,289,299,A man playing tennis.,
2353453,120,19,15,16,ear of the cat,
2353461,167,135,15,20,the letter P on a sign,
2353474,1,16,269,295,a woman walking in front of a subway car,
2353479,329,46,71,203,Man playing tennis,
2353481,34,126,220,132,it is a elephant,
2353482,273,8,181,320,a girl wearing blue on a skateboard,
2353484,95,267,100,24,the bed is made,
2353487,80,55,356,316,two women sitting on rocking chairs,
2353492,241,157,44,62,two men on racing bikes,
2353498,363,97,59,40,t v screen on wall,
2353506,6,42,367,367,Stop sign on a wooden post,
2353508,56,55,111,163,a black laser mouse,
2353518,142,26,91,85,a man wearing a helmet,
2353520,309,143,117,125,person in the air,
2353524,257,47,190,112,house with brown roof,
2353525,195,180,39,27,white bowl in middle of front table,
2353527,148,118,124,151,Clump of sheets on the bed.,
2353543,32,105,81,162,The man is riding a bike.,
2353546,173,79,136,105,man sitting on side of the road with bike,
2353548,111,30,320,175,fleet of yellow buses,
2353549,83,423,69,54,The woman is wearing white and black shoes.,
2353552,7,131,300,207,a moving train passing by,
2353556,327,28,22,28,black letter on a sign,
2353563,158,117,102,139,tiny pair of scissors,
2353564,380,21,44,47,Red box on the side of building.,
2353565,85,23,150,210,Batter striking the baseball,
2353573,208,66,102,307,man on a tennis court,
2353582,251,82,37,212,the pole is blue-green,
2353587,267,260,45,43,purple jacket in man's hand,
2353590,57,149,135,52,slice of tomato on top of chili dog,
2353594,201,259,11,10,wheel on the skateboard,
2353599,29,138,329,190,White table cloth on the table,
2353613,51,244,327,40,A street sign near the building,
2353614,261,16,139,302,man walking on side of the freeway,
2353616,89,181,155,289,Yellow fire hydrant in the pavement,
2353618,295,67,76,161,man skiing on the hill,
2353622,247,188,68,26,A railing near the skateboard,
2353628,56,10,354,482,Man eatting a pizza,
2353629,22,123,434,136,the airplane on the runway,
2353630,86,207,15,51,young giraffe by a large giraffe,
2353631,115,70,291,284,Zebra standing in dirt,
2353632,214,86,107,192,The fire hydrant is brown.,
2353639,412,175,42,29,pattern on the carpet,
2353646,7,12,480,316,Photo taken during the day,
2353649,241,65,101,130,the cow is looking at the camera,
2353654,219,8,240,348,a sheep eating food,
2353656,38,77,423,240,The kids are eating some vegetables,
2353660,12,20,483,282,black and white motorbike,
2353662,42,272,104,12,The short white stripe on the ground,
2353667,143,176,83,81,Large animal in the water,
2353669,57,19,247,281,person eating piece of pizza,
2353670,226,145,63,191,man in blue pants and red shirt clapping and walking,
2353671,33,35,65,15,Part of the sky.,
2353673,252,31,17,18,a yellow tennis ball in the air,
