image_id,X,Y,Width,Height,English_text,French_text
2329172,91,3,80,47,grey block on wall,
2329175,381,85,11,27,the snowboarder wears dark sunglasses,
2329178,1,351,35,10,piece of a wooden fence,
2329179,80,35,218,177,man in the air,
2329183,6,35,478,326,these are small children,
2329186,68,185,155,112,long barbed wire fence,
2329187,177,105,151,146,the clock on the wall,
2329188,3,15,490,324,meal in a plastic container,
2329194,376,210,90,23,Wooden bench on platform,
2329196,1,0,497,439,green grass on the ground,
2329204,21,154,187,125,food inside a bowl,
2329208,351,145,102,80,men's black swim trunks,
2329215,13,9,457,364,A boy playing the piano,
2329218,317,414,52,50,Pigeon walking on a sidewalk,
2329219,209,153,87,35,Dark plate with food in it,
2329221,157,415,10,13,white block on tower,
2329223,4,47,492,404,a truck parked on a street,
2329224,301,74,198,152,person on skis,
2329231,10,11,225,190,person on motorcycle,
2329233,122,113,118,115,sign reading 'stop men at work',
2329234,7,12,458,311,A bear sitting on a cylinder,
2329239,0,0,490,323,The vehicles in the freeway,
2329240,13,296,309,186,a sampled egg sandwich in a plate,
2329243,116,65,119,125,a clear glass with orange juice,
2329246,10,23,472,461,the picture is black and white,
2329249,198,318,41,91,Woman holding a pink and white umbrella,
2329250,18,10,460,176,a horse pulling a rail cart,
2329254,170,128,240,97,a jet flying across a partly cloudy ski,
2329259,9,63,426,262,Baby elephant walking with man,
2329265,122,83,290,246,Cows pulling a cart,
2329266,309,97,58,33,the eye of a cow,
2329268,399,132,12,22,Black number one on a train.,
2329270,258,83,69,164,the bat is red,
2329271,107,209,48,40,Keys on the laptop,
2329275,63,27,348,302,this is a dog,
2329276,233,104,75,88,a batter swinging a bat,
2329278,278,147,60,17,the wii controller in the man's hand,
2329280,272,211,97,95,this is a bear,
2329285,272,22,85,35,white cloud in the sky,
2329289,118,163,23,32,racket in man's hand,
2329290,206,24,293,386,a bear next to green grass,
2329294,49,22,169,142,Skateboarder in mid air,
2329303,387,111,95,98,tennis player in mid air,
2329309,476,65,23,32,red colored plastic flag,
2329311,25,5,41,32,white clouds in blue sky,
2329324,291,37,80,88,Red stop sign in snow,
2329326,104,266,75,34,two remotes on the coffee table,
2329329,6,10,485,302,A large kitchen and dinette area,
2329330,255,201,59,103,skier in the snow,
2329332,23,150,338,166,a bird in air,
2329333,281,97,49,40,cap little boy is wearing,
2329334,114,29,110,189,a man with facial hair,
2329335,52,59,446,232,dog laying on the bed,
2329336,41,112,325,250,Kitten in person's hands,
2329337,88,20,282,354,motorcycle parked on some grass,
2329342,32,17,466,253,the head over the fence,
2329345,30,278,132,183,two women walking down the street,
2329346,190,181,48,110,silver and black men's razor,
2329351,26,20,61,55,green frisbee in the air,
2329354,32,183,93,103,The water is still,
2329356,364,54,81,112,a tan flower pot,
2329357,16,182,287,169,brown container on concrete,
2329361,82,136,317,90,stuffed animals of all different colors,
2329363,185,114,123,296,a man with STOP sign,
2329364,261,25,144,155,a person on a motorcycle,
2329366,327,126,125,108,motorcyclist on a racing track,
2329374,105,140,368,188,this is a water fountain,
2329376,5,68,285,375,the man is smiling,
2329377,46,46,424,282,Truck on the road.,
2329379,193,107,107,210,stop sign in the grass,
2329390,50,24,420,275,a plane flying in the sky,
2329397,258,4,141,174,A girl with long brown hair.,
2329399,80,98,120,117,skateboarder on the ramp,
2329402,171,14,207,211,bear standing on the ground,
2329407,32,105,435,183,cargo train on the tracks,
2329415,271,293,123,80,Small white rug in front of the sink,
2329426,78,148,117,120,the plastic bottle in the dog of the mouth,
2329427,272,22,61,62,a woman wearing a white hat,
2329429,116,49,60,51,kite,
2329439,113,167,260,215,White utility truck parked on the street,
2329445,88,46,203,350,a man skateboarding,
2329458,193,9,88,354,man in grey shirt with luggage,
2329460,48,114,228,366,tennis player is swinging a racket,
2329462,203,206,37,43,striped shirt on cyclist,
2329466,1,204,415,170,Beige sofa with pollows,
2329478,225,258,60,82,Fat brown feather bird,
2329480,344,3,140,72,man has green shirt,
2329483,85,6,114,250,the trunk of a tree,
2329485,361,223,44,75,red and yellow checkered tile of the kitchen floor,
2329487,243,28,148,160,a calendar on the wall,
2329488,279,78,63,202,a boy on a skate board,
2329493,10,16,468,311,Two parking meters,
2329497,133,123,202,151,grey laptop above table,
2329514,6,226,275,105,The cardboard boxes on the floor,
2329523,46,145,446,313,a cat that is laying down,
2329526,50,82,207,171,Giant scissors cutting a tie,
2329532,33,35,462,326,a plate full of pizza slices,
2329536,184,78,11,9,brown spot on giraffe,
2329538,31,115,301,294,row of colorful snowboards,
2329549,188,81,235,172,man on a paddle board,
2329556,197,197,42,45,Black round clock face,
2329561,288,142,102,88,chocolate frosted filled dough nut,
2329563,292,244,51,100,The brown and white dog.,
2329566,251,108,90,64,woman with blond hair,
2329570,73,57,408,57,three African boys waving,
2329577,451,298,20,73,There is a patch of black asphalt,
