image_id,X,Y,Width,Height,English_text,French_text
2399784,294,79,88,227,a wooden surfboard in the sand,
2399786,23,373,95,111,A lady flying a kite on the beach.,
2399788,19,171,75,74,there is an orange pail,
2399791,80,66,123,154,the image is blurred,
2399792,8,4,484,337,Two men playing wii game.,
2399800,425,248,72,53,white sign in Spanish,
2399803,268,322,133,28,The plate is white.,
2399809,116,199,162,263,garbage can painted to look like soup,
2399812,87,142,311,160,three dogs running in grass,
2399817,5,33,278,228,the horse is white,
2399820,125,137,41,46,picture on the wall above the fireplace,
2399825,26,395,343,99,A pair of orange skis.,
2399831,193,56,123,187,A snowboarder in the air.,
2399842,174,93,79,110,A WINDOW IN A TILED ROOM,
2399847,166,241,35,21,a brown spot on a banana,
2399854,47,92,360,224,the people are in a horse drawn carriage,
2399865,312,34,57,42,two people in water,
2399867,195,96,126,180,a child skiing on snow,
2399872,7,60,463,190,Boys are playing football.,
2399873,156,341,21,10,a sports logon on a kneepad,
2399877,113,122,80,57,The 2 hour limit sign is green,
2399880,46,34,240,400,boy standing looking up,
2399887,350,197,21,45,a brown dog in snow,
2399889,351,132,37,15,edge of a dish,
2399899,17,22,275,212,Large black umbrella,
2399900,31,67,412,235,A black and white photo,
2399903,251,166,10,14,a headlight on the train,
2399905,39,26,69,210,this is a train,
2399910,284,275,19,32,part of a bottle,
2399915,153,148,155,151,a man running in water,
2399918,165,1,83,26,woman wearing a straw hat,
2399919,0,68,186,55,silverware is in the bowl,
2399920,43,269,40,14,an orange roof on the house,
2399928,85,229,219,87,The Grass is green,
2399931,119,46,189,236,this is a giraffe,
2399934,112,1,175,330,a fire hydrant is in front of a building,
2399935,98,389,94,71,this is a rope,
2399937,181,55,191,212,Young man playing video bowling in living room,
2399939,296,81,68,127,Green branch from banana tree.,
2399942,332,217,25,29,a red and white tail light,
2399948,259,24,57,310,a one way sign,
2399955,163,26,72,71,part of a dark sky,
2399959,155,86,56,60,the curly brown hair of a girl,
2399962,220,102,37,36,red-headed woman wearing a white headband,
2399964,196,2,268,99,this is the sky,
2399966,298,88,53,39,part of a wall,
2399967,4,349,108,147,Boy in brown sweater,
2399971,201,81,248,64,graffiti on walls,
2399972,90,95,105,218,this is a man,
2399974,265,155,33,31,Black life jacket,
2399983,239,95,100,144,this is a man,
2399984,94,75,281,229,A cat,
2399985,1,1,497,397,There are six frames in this shot,
2399992,0,0,365,340,two black motorcycles beside curb,
2399995,283,89,40,19,small white wave on water,
2399996,283,75,135,195,Man is surfing,
2399998,173,22,164,52,this is the sky,
2400009,90,401,190,80,Ground is green color.,
2400021,162,84,285,278,The pizza is sliced,
2400023,238,9,40,35,part of some clouds,
2400024,190,224,162,81,A bench to sit on,
2400026,349,222,21,22,part of a handle,
2400028,170,133,90,90,a skateboarder on a road,
2400030,68,28,359,301,a naked woman holding a kite.,
2400034,27,159,169,146,Two horses in green grass,
2400035,88,18,343,311,a tabby cat,
2400041,76,47,184,242,kangaroo with fruit in hand,
2400047,140,99,190,149,the motorcycle's main color is green,
2400048,171,86,140,204,a black horned cow standing in the street,
2400050,102,16,136,29,this is the sky,
2400053,431,215,67,87,A red and white car on the street,
2400055,16,17,464,350,a scene indoors,
2400057,261,79,52,52,virtual tennis ball in air,
2400058,376,185,55,64,part of a sheet,
2400060,2,2,495,496,a table laid out with food,
2400063,371,12,53,32,part of the sky,
2400068,326,7,51,36,part of the sky,
2400074,24,169,105,129,red light on pole,
2400075,75,36,315,290,this is a zebra in the photo,
2400077,461,23,34,224,a tall street light pole,
2400078,63,116,156,328,This is a Pharos phone.,
2400080,146,24,217,227,The computer screen,
2400081,118,40,64,120,Traffic signal is attached to the pole.,
2400089,22,83,287,246,black and white photo,
2400090,121,34,112,89,a head with long hair.,
2400096,219,103,156,156,a laptop computer,
2400098,171,428,50,38,part of some holes,
2400103,246,115,85,87,monitor on the laptop,
2400104,401,10,37,12,part of a iron sheet,
2400107,206,110,144,72,black and white street sign,
2400109,46,330,53,65,the head of a zebra,
2400112,320,173,37,46,the name of the building,
2400117,67,421,30,24,part of a cloth,
2400118,212,172,85,146,the woman riding a bike,
2400120,50,25,311,460,One toilet is attached to the floor.,
2400121,14,55,467,261,a delicious looking pizza,
2400123,271,261,64,75,Laminated white name tag,
2400124,0,26,499,305,The mopeds all have boxes on the back,
2400125,26,63,462,290,people seated around a large table,
2400129,31,79,341,214,small elephant next to bigger one,
2400130,98,146,135,159,red turban on man's head,
2400134,29,9,374,132,a very large brick building,
2400136,0,104,172,313,this is a skate board,
2400139,333,16,60,43,part of some tall grass,
2400140,141,116,295,160,a plane in the sky,
2400143,39,41,312,306,The slice of pizza on the plate,
2400145,227,333,53,45,part of the sky,
2400146,275,168,16,24,the tip of the zebras tail,
2400151,197,2,99,12,this is the sky,
2400152,288,188,48,37,stomach of a giraffe,
2400154,41,174,170,91,orange peel on a white desk,
2400159,268,0,44,56,a red and white helmet on a man's head,
2400160,152,35,63,30,glasses on the helmet,
2400172,35,160,445,200,men and women seated around a table,
2400175,49,334,84,20,ski tracks in the snow,
2400177,61,72,401,211,two bears in water,
2400182,38,143,80,74,A RED FLAG,
2400184,34,50,302,318,white bus with 436 in orange numbers,
2400187,213,270,27,62,woman dressed for warm weather walking outside shop,
2400188,316,140,48,81,this is a man,
2400189,319,222,65,72,pink nose on the cat,
2400195,84,153,214,297,A person on horseback.,
2400201,131,45,102,101,cartoon of man in stocking cap,
2400203,95,45,271,254,tennis player is black,
2400207,144,144,77,96,red bus driving on road,
2400212,0,165,158,209,man is laying on floral couch,
2400220,80,24,230,474,white glass and plastic blender,
2400226,57,231,83,48,man is wearing glasses,
2400227,333,115,41,106,Umpire standing behind batters box.,
2400230,116,65,148,267,a man holding a hot dog,
2400238,249,174,25,47,Baseball player holding his bat,
2400239,40,51,431,276,a staged photograph of a beach,
2400243,112,266,180,107,Blue bed skirt around bed,
2400245,168,84,150,87,this is a poster,
2400251,413,268,62,70,white cat paw,
2400255,212,150,34,31,The kite in the sky,
2400261,12,281,80,32,The orange frisbee,
2400262,150,26,250,203,the man is skateboarding,
2400263,45,184,45,41,the head of a boy,
2400267,218,208,96,132,the sheep is looking at the camera,
2400268,97,10,98,346,radio city music hall in neon lights,
2400271,12,0,232,182,a piece of red meat,
2400284,59,114,75,99,a white spotted sheep,
2400291,354,75,44,81,a very large kite,
2400293,2,0,491,325,black and white picture at the beach,
2400303,143,168,124,138,Brown dog catching yellow frisbee,
2400304,42,88,440,226,Gray truck parked on street,
